corridor,corridor_trip_count,corridor_median_factor,corridor_mean_factor,corridor_pct_delayed,corridor_median_actual_time,corridor_median_osrm_time,corridor_median_dwell,corridor_main_route_type,is_reliable,estimated_sla_breaches
IND211002AAB_IND209304AAA,16,1.8550724635,1.873102445875,1.0,261.5,138.0,61.0,FTL,1,16
IND210501AAB_IND209304AAA,16,2.337510804,2.396112644125,1.0,210.5,91.0,42.0,Carting,1,16
IND506167AAB_IND501359AAE,16,2.159871774,2.4562440901250002,1.0,168.5,79.0,60.5,FTL,1,16
IND848101AAA_IND844505AAB,16,2.794736842,3.1896198830625,1.0,54.5,18.5,40.5,FTL,1,16
IND506143AAA_IND506167AAB,16,1.7295321635,1.7164038313125,1.0,30.0,17.0,32.5,FTL,1,16
IND851127AAA_IND842001AAA,16,4.333333333,4.141609993125,1.0,416.0,96.0,67.0,FTL,1,16
IND515004AAA_IND515401AAB,17,1.714285714,1.705925842117647,0.9411764705882353,66.0,39.0,79.0,FTL,1,16
IND785690AAB_IND785682AAA,16,4.1850094875,4.82673544525,1.0,144.5,33.0,35.5,Carting,1,16
IND206122AAA_IND206001AAA,19,1.489361702,1.4722960659473685,0.8421052631578947,72.0,47.0,22.0,FTL,1,16
IND263401AAA_IND263153AAB,15,1.868421053,2.3057759784,1.0,71.0,38.0,616.0,FTL,1,15
IND000000ACB_IND751002AAB,15,2.040308748,2.0654340825333333,1.0,2379.0,1167.0,154.0,FTL,1,15
IND431136AAC_IND431203AAA,15,1.777777778,2.1059613392,1.0,96.0,54.0,246.0,Carting,1,15
IND126112AAA_IND131028AAB,16,2.1301369865,2.183788485375,0.9375,153.5,71.0,160.5,FTL,1,15
IND174001AAA_IND175018AAA,15,2.518518519,2.6731922398666668,1.0,68.0,26.0,44.0,FTL,1,15
IND431603AAA_IND431708AAA,15,2.0,2.3352088662,1.0,46.0,23.0,69.0,FTL,1,15
IND606201AAC_IND605601AAA,15,2.256756757,2.2230629981333334,1.0,167.0,74.0,8.0,Carting,1,15
IND560048AAB_IND562132AAA,17,1.893617021,2.346419673588235,0.8823529411764706,89.0,46.0,52.0,Carting,1,15
IND641062AAD_IND643231AAA,15,2.459016393,2.5259474924,1.0,146.0,60.0,103.0,Carting,1,15
IND401602AAA_IND401501AAA,15,7.307692308,7.107247610733333,1.0,190.0,26.0,60.0,Carting,1,15
IND630561AAA_IND623407AAA,15,1.78125,1.8349747475333333,1.0,57.0,32.0,53.0,Carting,1,15
IND209206AAB_IND210301AAA,15,2.2,2.52984935,1.0,33.0,15.0,19.0,Carting,1,15
IND614715AAA_IND614809AAA,17,1.473684211,1.4440536035882354,0.8823529411764706,56.0,38.0,10.0,Carting,1,15
IND144001AAC_IND160002AAC,15,2.410714286,2.4651900741333335,1.0,270.0,112.0,129.0,Carting,1,15
IND621211AAA_IND621010AAA,15,1.5,1.5899711401333334,1.0,33.0,22.0,6.0,FTL,1,15
IND411033AAA_IND431603AAA,15,2.252336449,2.2683530391333333,1.0,723.0,322.0,190.0,FTL,1,15
IND636016AAA_IND637211AAA,15,1.488888889,1.4967413264,1.0,68.0,46.0,25.0,Carting,1,15
IND623315AAB_IND614620AAA,15,1.517241379,1.5363020639333334,1.0,45.0,30.0,14.0,Carting,1,15
IND533308AAB_IND533003AAA,15,1.609756098,1.6553245730666668,1.0,66.0,41.0,34.0,FTL,1,15
IND626138AAA_IND625008AAA,16,1.4800437395000001,1.5177457355625,0.9375,89.5,61.0,14.0,FTL,1,15
IND400016AAB_IND400072AAD,15,2.916666667,3.111680911733333,1.0,35.0,13.0,57.0,Carting,1,15
IND560078AAC_IND562132AAA,16,1.511904762,1.73646269575,0.9375,62.0,42.0,30.5,Carting,1,15
IND842001AAA_IND843109AAB,15,3.4,3.6449446849333333,1.0,36.0,10.0,71.0,Carting,1,15
IND160002AAC_IND151001AAA,15,1.713414634,1.7097165932,1.0,274.0,158.0,563.0,FTL,1,15
IND504215AAA_IND505001AAB,15,1.949152542,2.149957259933333,1.0,115.0,59.0,85.0,FTL,1,15
IND209304AAA_IND212601AAA,16,2.2164179104999997,2.1874234163125,0.9375,159.0,68.0,113.0,FTL,1,15
IND305001AAC_IND306401AAB,15,2.008064516,2.1043591146666665,1.0,249.0,123.0,50.0,FTL,1,15
IND562132AAA_IND751002AAB,15,2.062082139,2.083342391,1.0,2159.0,1046.0,410.0,FTL,1,15
IND562132AAA_IND560058AAB,20,1.815934066,1.7706320028,0.75,27.0,16.0,64.0,Carting,1,15
IND571426AAA_IND571104AAA,15,1.897435897,1.8973751315333334,1.0,148.0,80.0,17.0,FTL,1,15
IND000000ACB_IND125001AAA,15,2.201492537,2.15831348,1.0,295.0,135.0,142.0,FTL,1,15
IND845438AAA_IND845455AAB,15,1.806451613,2.0362346185333333,1.0,59.0,32.0,50.0,FTL,1,15
IND245101AAA_IND245304AAA,15,2.333333333,2.4077922352,1.0,42.0,18.0,56.0,Carting,1,15
IND246149AAA_IND249407AAA,15,2.689655172,2.9485292501333333,1.0,155.0,57.0,458.0,FTL,1,15
IND246444AAB_IND246424AAA,15,1.409090909,1.4069786721333335,1.0,60.0,42.0,8.0,FTL,1,15
IND580028AAA_IND581402AAA,15,1.421686747,1.4387555462,1.0,120.0,83.0,513.0,FTL,1,15
IND421301AAA_IND421302AAR,15,3.75,4.233434343533333,1.0,36.0,9.0,79.0,Carting,1,15
IND583227AAA_IND583231AAA,15,1.666666667,1.7516329285333332,1.0,65.0,39.0,15.0,Carting,1,15
IND131028AAB_IND247667AAB,15,1.928571429,1.9063552805333333,1.0,270.0,140.0,179.0,FTL,1,15
IND416012AAA_IND395023AAA,15,1.713995943,1.7485409276000001,1.0,845.0,492.0,52.0,FTL,1,15
IND583231AAA_IND583201AAA,15,2.304347826,2.6216531777333336,1.0,53.0,22.0,29.0,Carting,1,15
IND000000ACB_IND209304AAA,15,2.280373832,2.349598789866667,1.0,732.0,321.0,193.0,FTL,1,15
IND505122AAA_IND506002AAA,15,2.75,3.773496752133333,1.0,110.0,40.0,627.0,FTL,1,15
IND585104AAA_IND586128AAA,15,1.917808219,1.8796149387333332,1.0,141.0,73.0,52.0,Carting,1,15
IND842001AAA_IND845412AAB,15,2.264705882,2.232374934466667,1.0,77.0,34.0,49.0,FTL,1,15
IND134109AAA_IND160002AAC,15,1.555555556,1.7820587868,1.0,48.0,29.0,578.0,Carting,1,15
IND322241AAA_IND322201AAA,15,2.136363636,2.0742841458,1.0,47.0,23.0,30.0,Carting,1,15
IND248122AAB_IND248001AAA,15,2.210526316,2.1648706315333333,1.0,74.0,38.0,145.0,FTL,1,15
IND586128AAA_IND586211AAA,15,1.638297872,1.6478307979333333,1.0,77.0,47.0,14.0,Carting,1,15
IND642126AAA_IND642001AAA,17,1.379310345,1.4015472958235293,0.8823529411764706,41.0,31.0,15.0,Carting,1,15
IND600008AAC_IND600056AAB,15,2.351351351,2.812833886466667,1.0,87.0,37.0,25.0,Carting,1,15
IND641664AAA_IND638657AAA,15,1.5,1.5016121384666665,1.0,55.0,37.0,21.0,Carting,1,15
IND396232AAA_IND396191AAC,15,3.5,3.5523809524,1.0,49.0,14.0,20.0,Carting,1,15
IND360530AAB_IND362001AAA,15,2.0,2.175536978333333,1.0,140.0,69.0,14.0,Carting,1,15
IND689645AAA_IND691551AAA,15,1.75,1.9304444444666666,1.0,42.0,25.0,22.0,Carting,1,15
IND517644AAA_IND524132AAA,15,2.114285714,2.115560648466667,1.0,74.0,35.0,25.0,FTL,1,15
IND683511AAA_IND680104AAA,16,1.49691358,1.64350341675,0.9375,120.5,80.0,325.5,FTL,1,15
IND518501AAA_IND518124AAA,15,2.344827586,2.549382716066667,1.0,68.0,28.0,26.0,FTL,1,15
IND508248AAB_IND508377AAB,15,1.764705882,1.742424596,1.0,58.0,34.0,10.0,FTL,1,15
IND516390AAA_IND515004AAA,15,1.94047619,1.9521451792666666,1.0,165.0,86.0,12.0,FTL,1,15
IND382721AAA_IND382430AAB,15,2.731707317,2.6966401697999998,1.0,109.0,41.0,24.0,Carting,1,15
IND686507AAA_IND686513AAA,15,2.333333333,2.3370370370666667,1.0,21.0,9.0,22.0,Carting,1,15
IND523105AAA_IND524201AAA,19,1.307692308,1.318756702,0.7894736842105263,53.0,41.0,13.0,FTL,1,15
IND712311AAA_IND700053AAA,15,2.8,3.4813081554666665,1.0,84.0,29.0,62.0,Carting,1,15
IND700065AAB_IND712310AAA,15,5.416666667,5.2408459596,1.0,129.0,22.0,70.0,Carting,1,15
IND731237AAB_IND731224AAA,15,3.0,3.249525328533333,1.0,60.0,20.0,20.0,Carting,1,15
IND515134AAA_IND515201AAA,15,1.631578947,1.6848810613333332,1.0,96.0,58.0,24.0,Carting,1,15
IND516269AAA_IND516390AAA,15,1.573333333,1.6499148974666666,1.0,119.0,75.0,14.0,FTL,1,15
IND691305AAA_IND689645AAA,15,2.269230769,2.3157665174,1.0,60.0,27.0,17.0,Carting,1,15
IND382421AAA_IND382430AAB,15,3.178571429,3.6510272548,1.0,119.0,31.0,42.0,Carting,1,15
IND723130AAA_IND723101AAA,15,1.761904762,2.0866479926,1.0,37.0,21.0,28.0,FTL,1,15
IND466001AAA_IND466116AAA,15,1.766666667,1.8225220899999999,1.0,60.0,32.0,8.0,FTL,1,15
IND524003AAA_IND501359AAE,14,1.6933701655,1.6977457002857144,1.0,611.5,361.5,49.5,FTL,1,14
IND385001AAA_IND385535AAA,14,1.527777778,1.6637792398571427,1.0,26.0,16.0,20.0,FTL,1,14
IND508213AAB_IND508001AAA,14,1.8441295545,1.9480047569999999,1.0,71.0,37.0,24.0,FTL,1,14
IND322230AAA_IND322241AAA,14,1.5892857139999998,1.601662887357143,1.0,44.5,28.0,17.0,Carting,1,14
IND518102AAA_IND518002AAA,14,1.860073024,1.8809666214285714,1.0,181.0,96.5,147.5,FTL,1,14
IND302014AAA_IND305001AAC,14,2.5141509435,2.5305711388571432,1.0,269.5,107.0,206.0,FTL,1,14
IND834002AAB_IND832109AAB,14,2.33908046,2.3581001355714286,1.0,202.0,87.0,150.0,FTL,1,14
IND110037AAM_IND110024AAA,14,2.667826087,2.6050517157142856,1.0,63.5,24.0,143.5,Carting,1,14
IND570020AAA_IND571602AAA,14,2.430265655,2.5114446562857142,1.0,79.0,32.5,30.0,FTL,1,14
IND370110AAA_IND370001AAA,14,2.148387097,2.2229692479285714,1.0,67.0,32.0,10.5,FTL,1,14
IND600008AAA_IND600044AAC,14,2.039473684,2.2758348573571427,1.0,75.5,37.0,51.5,Carting,1,14
IND600056AAB_IND524003AAA,14,1.6099999999999999,1.6296954785,1.0,241.5,150.5,201.0,FTL,1,14
IND712311AAA_IND721306AAA,14,2.089108911,2.1066783148571426,1.0,211.0,101.0,273.0,FTL,1,14
IND110078AAA_IND110043AAA,14,2.5186335404999998,2.822603547357143,1.0,56.0,21.0,54.5,Carting,1,14
IND834002AAB_IND829122AAA,14,2.390625,2.3138056835714282,1.0,76.5,32.0,220.5,FTL,1,14
IND000000ACB_IND600056AAB,14,1.853757299,1.9337356443571427,1.0,2979.0,1610.0,250.5,FTL,1,14
IND134203AAA_IND140501AAA,14,1.575,1.6739961586428573,1.0,63.0,40.0,33.0,Carting,1,14
IND584101AAA_IND509124AAA,14,1.446570973,1.4893406252142858,1.0,81.0,55.5,53.0,FTL,1,14
IND000000AFT_IND421302AAG,14,2.380952381,2.9079754487142857,1.0,50.5,21.0,87.0,Carting,1,14
IND723101AAA_IND723202AAA,14,1.7948717950000002,2.009928667785714,1.0,70.0,39.0,22.0,FTL,1,14
IND562132AAA_IND302014AAA,14,1.9304235785000001,1.9517432484285713,1.0,2636.0,1366.0,411.5,FTL,1,14
IND561202AAB_IND515134AAA,14,1.803199405,1.8521015364285716,1.0,115.5,64.0,8.0,Carting,1,14
IND245304AAA_IND245101AAA,14,1.7104166665,1.749350999142857,1.0,26.5,16.0,27.0,Carting,1,14
IND723202AAA_IND713205AAB,14,2.25015674,2.226777322357143,1.0,324.0,144.0,34.5,FTL,1,14
IND573134AAB_IND573201AAB,14,2.34799609,2.420151704785714,1.0,75.0,32.0,21.0,FTL,1,14
IND573201AAB_IND573116AAA,14,2.083916084,2.272799945,1.0,61.5,29.0,45.5,FTL,1,14
IND573201AAB_IND575004AAB,14,3.243017309,3.1572712524999997,1.0,400.5,124.0,34.5,FTL,1,14
IND421302AAG_IND131028AAB,14,1.9119395655,1.9109502758571428,1.0,1986.5,1038.0,197.5,FTL,1,14
IND560300AAB_IND563101AAB,14,1.7655844155,1.8826567498571427,1.0,100.0,56.0,64.5,Carting,1,14
IND247667AAA_IND249407AAA,14,1.843918919,2.2203764898571428,1.0,71.0,37.0,34.5,FTL,1,14
IND209304AAA_IND209101AAA,16,2.8333333334999997,3.1567412399375,0.875,48.0,14.0,83.0,FTL,1,14
IND508223AAA_IND500039AAC,14,1.7899393,1.8696153684999999,1.0,157.5,89.0,16.0,FTL,1,14
IND382430AAB_IND313001AAB,14,1.982116693,2.011086015214286,1.0,387.5,195.0,222.0,FTL,1,14
IND581119AAB_IND577002AAA,14,1.818087855,2.078235019642857,1.0,81.5,45.0,19.5,Carting,1,14
IND416510AAA_IND416606AAA,14,2.084219858,2.072998619642857,1.0,96.5,45.0,20.0,Carting,1,14
IND581325AAA_IND580028AAA,14,1.919650469,1.9815407222857142,1.0,132.5,68.0,48.5,FTL,1,14
IND560099AAB_IND683511AAA,14,1.638119066,1.6421668328571428,1.0,697.5,432.0,87.0,FTL,1,14
IND721134AAB_IND721139AAC,16,1.6125,1.711720627,0.875,26.0,16.0,23.0,Carting,1,14
IND313001AAB_IND382430AAB,14,2.131582592,2.1977314919285713,1.0,405.0,190.0,84.5,FTL,1,14
IND509301AAA_IND501359AAE,14,1.858367347,1.8843913994285713,1.0,92.0,49.0,97.5,FTL,1,14
IND829122AAA_IND825301AAA,14,1.604878049,1.716909129142857,1.0,61.0,36.0,145.0,FTL,1,14
IND313324AAA_IND313001AAB,14,1.7987588655,1.925056991,1.0,85.5,48.0,31.0,FTL,1,14
IND302014AAA_IND110037AAM,14,1.737104564,1.8009353872857141,1.0,353.5,202.0,171.5,FTL,1,14
IND825409AAA_IND000000ACB,14,1.9372153349999999,1.9421911522142856,1.0,1496.5,772.0,58.5,FTL,1,14
IND401104AAA_IND421302AAG,14,2.3901098899999997,2.7728514342142856,1.0,57.0,24.5,111.0,Carting,1,14
IND571432AAB_IND571426AAA,17,1.378378378,1.4851798407647059,0.8235294117647058,50.0,37.0,7.0,FTL,1,14
IND521225AAB_IND507002AAA,14,1.7719298245,1.7610442435,1.0,202.0,115.0,171.0,FTL,1,14
IND273304AAA_IND273014AAB,14,4.0166578525,4.576346754,1.0,247.0,61.0,364.5,Carting,1,14
IND786181AAC_IND786001AAB,14,3.2333333335,3.3852947317142856,1.0,194.0,60.0,24.5,Carting,1,14
IND534001AAA_IND521333AAA,14,1.7541666665,1.9002452178571427,1.0,46.0,25.5,20.0,FTL,1,14
IND622407AAA_IND622001AAA,14,1.47771836,1.505762304857143,1.0,50.0,34.0,10.5,FTL,1,14
IND680104AAA_IND679576AAA,17,1.451612903,1.4842961368823528,0.8235294117647058,47.0,33.0,31.0,FTL,1,14
IND521333AAA_IND521225AAB,14,2.4741000875,2.7711961044285713,1.0,167.0,67.0,267.0,FTL,1,14
IND533106AAA_IND533308AAB,14,3.636904762,3.664281447285714,1.0,100.0,27.5,75.0,FTL,1,14
IND68004AAA_IND678683AAA,14,2.4195906430000003,3.0990962767142856,1.0,89.5,37.0,31.0,FTL,1,14
IND563101AAB_IND563131AAA,14,1.565217391,1.7068476812142859,1.0,36.5,24.0,42.0,Carting,1,14
IND628204AAA_IND627657AAA,17,1.243902439,1.2962423993529413,0.8235294117647058,51.0,41.0,13.0,Carting,1,14
IND628613AAA_IND627005AAA,14,1.744680851,1.7697680169285714,1.0,83.0,47.0,11.0,Carting,1,14
IND630002AAA_IND622407AAA,14,1.425531915,1.4500435002857142,1.0,67.0,47.0,24.0,FTL,1,14
IND362001AAA_IND362220AAA,14,2.041666667,2.189867146357143,1.0,49.0,24.0,26.0,Carting,1,14
IND679531AAA_IND680587AAA,15,1.36,1.4892779049333333,0.9333333333333333,33.0,24.0,18.0,Carting,1,14
IND679303AAA_IND679531AAA,14,2.5647058825,2.596570359,1.0,44.5,16.0,13.0,Carting,1,14
IND506314AAA_IND506002AAA,14,3.348695652,3.9061419015,1.0,80.5,24.0,611.0,FTL,1,14
IND632006AAA_IND632301AAA,14,1.935483871,1.9899112687142857,1.0,61.0,32.0,505.5,FTL,1,14
IND562132AAA_IND600056AAB,14,1.9483471075,1.9343130383571427,1.0,471.5,242.0,236.5,FTL,1,14
IND515201AAA_IND515301AAA,14,2.7456709960000003,2.725235944285714,1.0,59.0,21.5,19.5,Carting,1,14
IND524132AAA_IND524101AAB,14,1.6714285715,1.6777501992857144,1.0,58.5,36.0,21.5,FTL,1,14
IND507002AAA_IND508213AAB,14,1.818181818,1.7968907390714286,1.0,80.0,45.0,112.5,FTL,1,14
IND641062AAD_IND642126AAA,17,1.352112676,1.4405755317058824,0.8235294117647058,96.0,72.0,195.0,Carting,1,14
IND508001AAA_IND501359AAE,14,1.754310345,1.7983095077142859,1.0,153.5,87.0,91.5,FTL,1,14
IND523316AAB_IND522647AAA,14,1.6513468015,1.7485049717142858,1.0,90.0,54.0,17.5,FTL,1,14
IND342301AAA_IND342005AAD,14,5.859375,5.476803038,1.0,750.0,127.0,22.0,FTL,1,14
IND203396AAB_IND203390AAA,15,1.333333333,1.3888034188666665,0.9333333333333333,52.0,39.0,18.0,FTL,1,14
IND421302AAR_IND400612AAA,14,2.4,2.4116383617142856,1.0,25.5,10.0,56.0,Carting,1,14
IND341303AAA_IND341306AAA,14,1.6733333335,1.7597344322857142,1.0,42.0,24.0,21.0,FTL,1,14
IND603301AAA_IND600044AAD,14,2.356170599,2.4514538831428574,1.0,135.5,58.0,40.5,Carting,1,14
IND563116AAA_IND563131AAB,14,1.7528409090000001,2.0592885677857145,1.0,30.0,18.0,63.0,Carting,1,14
IND605601AAA_IND607106AAA,14,2.1363636365,2.166171923357143,1.0,46.0,21.0,30.0,Carting,1,14
IND606003AAA_IND606105AAA,14,1.6,1.6192331477142858,1.0,23.0,14.0,15.5,Carting,1,14
IND606105AAA_IND606201AAC,14,1.679131054,1.6693357295714286,1.0,89.0,54.0,11.0,Carting,1,14
IND388220AAA_IND388320AAA,14,1.7236363634999998,1.824666167142857,1.0,44.0,25.0,45.5,Carting,1,14
IND688009AAA_IND686028AAB,14,2.9347826085,3.0141234677857147,1.0,133.5,44.5,658.0,Carting,1,14
IND802101AAA_IND802119AAA,14,2.791666667,2.950811093714286,1.0,34.0,13.0,31.0,FTL,1,14
IND403726AAA_IND411033AAA,14,1.9510694835,2.0060986557857143,1.0,757.0,390.0,92.5,FTL,1,14
IND563131AAA_IND563125AAB,14,1.8163319235,1.8089058187857143,1.0,79.0,43.0,14.5,Carting,1,14
IND387001AAA_IND388220AAA,14,1.76,1.9778793950714284,1.0,44.0,24.5,28.5,Carting,1,14
IND518422AAB_IND518102AAA,14,2.0455465585,2.0568679440714286,1.0,157.5,76.0,17.0,FTL,1,14
IND607106AAA_IND607801AAA,14,2.1602564104999997,2.3120213119285715,1.0,25.5,12.0,15.5,Carting,1,14
IND431515AAA_IND431517AAB,14,2.933333333,3.0213860544285716,1.0,44.0,15.0,25.0,FTL,1,14
IND686028AAB_IND689101AAA,16,1.3675000000000002,1.4307727919375,0.875,34.0,24.5,86.5,Carting,1,14
IND607801AAA_IND606003AAA,15,2.130434783,2.281858146733333,0.9333333333333333,50.0,23.0,17.0,Carting,1,14
IND462022AAA_IND466001AAA,14,2.73255814,2.885727229642857,1.0,117.5,43.0,47.0,FTL,1,14
IND825301AAA_IND825409AAA,14,2.6675824175000002,2.6679817424285717,1.0,109.5,41.0,64.0,FTL,1,14
IND341510AAB_IND305001AAC,14,2.3727272729999997,2.4428571429285713,1.0,130.5,55.0,193.0,FTL,1,14
IND742149AAA_IND742148AAA,14,2.793650794,2.711214261,1.0,54.0,22.0,49.5,Carting,1,14
IND411014AAA_IND411033AAA,15,2.24137931,2.4275841075333333,0.9333333333333333,68.0,30.0,58.0,Carting,1,14
IND205135AAA_IND283203AAA,13,2.235294118,2.400039692076923,1.0,38.0,18.0,28.0,FTL,1,13
IND212402AAA_IND211002AAB,13,3.857142857,4.699633699615385,1.0,27.0,6.0,1103.0,Carting,1,13
IND503111AAC_IND501359AAE,13,2.233009709,2.4481062947692305,1.0,230.0,103.0,76.0,FTL,1,13
IND562132AAA_IND462022AAA,13,1.934044617,1.9830282126153844,1.0,1994.0,1031.0,242.0,FTL,1,13
IND515671AAA_IND515134AAA,13,1.518518519,1.531708922923077,1.0,51.0,35.0,22.0,FTL,1,13
IND160002AAC_IND174307AAA,14,1.337026362,1.3575681187857143,0.9285714285714286,243.0,181.0,72.5,FTL,1,13
IND562132AAA_IND411033AAA,13,1.691455696,1.6683180456153848,1.0,1069.0,631.0,191.0,FTL,1,13
IND175015AAA_IND174001AAA,13,7.263157895,7.394949390769231,1.0,966.0,131.0,42.0,FTL,1,13
IND211011AAA_IND212501AAA,13,3.952380952,4.047479903692308,1.0,80.0,21.0,34.0,Carting,1,13
IND224001AAA_IND224141AAB,13,3.15,3.2173742646923076,1.0,78.0,24.0,16.0,Carting,1,13
IND523226AAA_IND523316AAB,13,1.881355932,1.8826942167692309,1.0,111.0,59.0,17.0,FTL,1,13
IND530012AAA_IND530043AAA,13,2.888888889,3.2251192773076927,1.0,52.0,18.0,37.0,Carting,1,13
IND450331AAA_IND452001AAC,13,2.242857143,2.2847988755384616,1.0,154.0,69.0,18.0,Carting,1,13
IND531163AAA_IND535001AAA,13,2.181818182,2.188281017230769,1.0,47.0,21.0,12.0,Carting,1,13
IND500039AAC_IND508116AAA,13,2.321428571,2.3163275716153846,1.0,65.0,28.0,19.0,FTL,1,13
IND506001AAC_IND505467AAA,13,1.588235294,1.634829916846154,1.0,55.0,35.0,17.0,FTL,1,13
IND212501AAA_IND212402AAA,13,1.72,1.6945054945384614,1.0,43.0,25.0,30.0,Carting,1,13
IND211002AAB_IND485001AAC,13,2.473684211,2.5047105944615384,1.0,329.0,133.0,121.0,FTL,1,13
IND505467AAA_IND505122AAA,13,1.733333333,1.7026226113076923,1.0,78.0,46.0,24.0,FTL,1,13
IND431136AAC_IND411033AAA,13,1.928994083,1.993238817923077,1.0,326.0,171.0,274.0,FTL,1,13
IND466116AAA_IND462022AAA,13,2.385714286,2.8980666499999996,1.0,174.0,74.0,85.0,FTL,1,13
IND518002AAA_IND584101AAA,14,1.7765957445,1.7560287481428571,0.9285714285714286,166.5,91.5,75.0,FTL,1,13
IND211002AAB_IND211011AAA,13,4.428571429,4.795329670307693,1.0,31.0,7.0,65.0,Carting,1,13
IND518002AAA_IND518401AAA,13,1.75862069,1.7888026786923077,1.0,51.0,31.0,131.0,FTL,1,13
IND515004AAA_IND515671AAA,13,1.875,2.1402309383846156,1.0,55.0,31.0,105.0,FTL,1,13
IND160002AAC_IND144001AAB,13,2.162162162,2.1459965925384616,1.0,240.0,112.0,339.0,FTL,1,13
IND302006AAA_IND302014AAB,13,3.0,3.677174986923077,1.0,45.0,12.0,27.0,Carting,1,13
IND000000AFT_IND410210AAA,13,2.875,3.0963618365384615,1.0,46.0,16.0,31.0,Carting,1,13
IND303303AAA_IND322230AAA,16,1.3441558445,1.380672617,0.8125,103.5,77.0,11.0,Carting,1,13
IND721306AAA_IND721507AAA,13,2.340425532,2.6438490546153846,1.0,110.0,44.0,31.0,FTL,1,13
IND721102AAA_IND712311AAA,13,7.9,7.579749011846155,1.0,711.0,92.0,58.0,FTL,1,13
IND713128AAB_IND731204AAB,13,2.888888889,3.200359874,1.0,56.0,18.0,30.0,FTL,1,13
IND712311AAA_IND834002AAB,13,2.362989324,2.4383758594615386,1.0,643.0,281.0,176.0,FTL,1,13
IND384205AAA_IND384355AAB,13,1.676470588,1.7918552036923077,1.0,57.0,33.0,24.0,FTL,1,13
IND388620AAB_IND388320AAA,13,1.804347826,1.7907703442307694,1.0,80.0,46.0,25.0,Carting,1,13
IND683565AAA_IND683511AAA,13,1.894736842,1.907743718230769,1.0,36.0,20.0,26.0,Carting,1,13
IND395009AAA_IND395023AAD,13,9.4375,8.720462544076923,1.0,151.0,17.0,62.0,Carting,1,13
IND301001AAB_IND321001AAB,13,1.738461538,1.7941341853846153,1.0,114.0,65.0,66.0,FTL,1,13
IND283203AAA_IND110037AAM,13,2.214285714,2.1311075015384615,1.0,434.0,196.0,58.0,FTL,1,13
IND123001AAA_IND123401AAB,13,1.911764706,1.9941313588461538,1.0,65.0,34.0,27.0,FTL,1,13
IND400037AAA_IND400072AAJ,13,3.307692308,3.173150428230769,1.0,42.0,13.0,57.0,Carting,1,13
IND281121AAB_IND110037AAM,13,2.15,2.4587703265384615,1.0,254.0,119.0,28.0,FTL,1,13
IND627401AAA_IND627005AAA,13,2.222222222,2.263381166,1.0,80.0,36.0,17.0,FTL,1,13
IND731204AAB_IND731301AAA,13,2.428571429,2.2972458311538464,1.0,51.0,21.0,30.0,FTL,1,13
IND741156AAA_IND742102AAB,13,2.636363636,2.763119094076923,1.0,78.0,31.0,67.0,Carting,1,13
IND274304AAB_IND274301AAB,13,2.235294118,2.313756913076923,1.0,38.0,17.0,31.0,FTL,1,13
IND742102AAB_IND713130AAA,13,1.913043478,1.9710070974615386,1.0,176.0,92.0,54.0,Carting,1,13
IND312001AAA_IND311001AAA,13,1.565217391,1.5887796703076922,1.0,72.0,46.0,40.0,FTL,1,13
IND000000ACB_IND124103AAA,13,1.833333333,1.9642030720769232,1.0,88.0,47.0,169.0,FTL,1,13
IND845412AAB_IND845401AAA,15,1.851851852,2.0146049981333336,0.8666666666666667,56.0,26.0,25.0,FTL,1,13
IND313001AAB_IND312001AAA,13,2.075949367,2.047798854076923,1.0,164.0,79.0,442.0,FTL,1,13
IND843329AAB_IND843301AAA,13,2.789473684,3.0506297795384616,1.0,53.0,19.0,26.0,FTL,1,13
IND333042AAA_IND333031AAA,13,1.605263158,1.620622711923077,1.0,118.0,73.0,20.0,FTL,1,13
IND814133AAB_IND816109AAA,13,2.4375,2.520877359846154,1.0,156.0,64.0,37.0,FTL,1,13
IND803116AAA_IND803108AAB,13,2.228571429,2.325672366846154,1.0,78.0,33.0,19.0,FTL,1,13
IND788026AAC_IND788151AAA,13,2.545454545,2.5589790643076924,1.0,56.0,22.0,294.0,FTL,1,13
IND786001AAB_IND786602AAA,13,1.529411765,1.7299935359999998,1.0,52.0,35.0,75.0,Carting,1,13
IND786001AAB_IND786171AAA,13,3.166666667,3.216638946923077,1.0,155.0,49.0,83.0,Carting,1,13
IND756100AAC_IND758034AAA,13,2.298136646,2.6271245189999997,1.0,370.0,161.0,74.0,FTL,1,13
IND751002AAB_IND562132AAA,13,2.262511804,2.2564276126923075,1.0,2396.0,1058.0,58.0,FTL,1,13
IND742226AAA_IND742102AAB,13,2.228571429,2.2521595983846154,1.0,78.0,36.0,43.0,Carting,1,13
IND363421AAB_IND364710AAA,13,1.894736842,1.919376243230769,1.0,72.0,38.0,20.0,FTL,1,13
IND625106AAA_IND625008AAA,13,1.717391304,1.6745282971538462,1.0,77.0,43.0,18.0,FTL,1,13
IND600056AAB_IND632006AAA,13,1.714285714,1.8175059643846154,1.0,144.0,84.0,534.0,FTL,1,13
IND274001AAA_IND274509AAB,13,1.875,2.311387959923077,1.0,46.0,25.0,39.0,FTL,1,13
IND603203AAA_IND600044AAD,13,3.357142857,3.5325760776923074,1.0,47.0,14.0,22.0,Carting,1,13
IND421601AAB_IND421302AAG,13,3.517241379,3.9976421613076925,1.0,102.0,30.0,49.0,Carting,1,13
